,display_label,sample_id,exp_value,source,label
6089,5-Oxoproline,12-00123,-0.7609195881849602,metabolomics,5-Oxoproline_met_HILIC
6090,5-Oxoproline,18-00101,-0.208611793169895,metabolomics,5-Oxoproline_met_HILIC
6091,5-Oxoproline,12-00127,-0.6878294724635818,metabolomics,5-Oxoproline_met_HILIC
6092,5-Oxoproline,12-00145,-0.7709900439628962,metabolomics,5-Oxoproline_met_HILIC
6093,5-Oxoproline,12-00154,-0.6590293023406207,metabolomics,5-Oxoproline_met_HILIC
6094,5-Oxoproline,12-00196,-0.4016248201988374,metabolomics,5-Oxoproline_met_HILIC
6095,5-Oxoproline,12-00250,-0.05302078003042356,metabolomics,5-Oxoproline_met_HILIC
6096,5-Oxoproline,12-00268,-0.3779861615207515,metabolomics,5-Oxoproline_met_HILIC
6097,5-Oxoproline,12-00294,0.9783041960941166,metabolomics,5-Oxoproline_met_HILIC
6098,5-Oxoproline,18-00149,-0.13594125805851032,metabolomics,5-Oxoproline_met_HILIC
6099,5-Oxoproline,12-00383,-1.4166841339274199,metabolomics,5-Oxoproline_met_HILIC
6100,5-Oxoproline,13-00016,0.17652505235486166,metabolomics,5-Oxoproline_met_HILIC
6101,5-Oxoproline,13-00033,-0.3869332611979887,metabolomics,5-Oxoproline_met_HILIC
6102,5-Oxoproline,13-00034,2.261157800294397,metabolomics,5-Oxoproline_met_HILIC
6103,5-Oxoproline,13-00047,1.4764530838530208,metabolomics,5-Oxoproline_met_HILIC
6104,5-Oxoproline,13-00059,0.39770851194703327,metabolomics,5-Oxoproline_met_HILIC
6105,5-Oxoproline,13-00075,-0.8800828853606647,metabolomics,5-Oxoproline_met_HILIC
6106,5-Oxoproline,13-00077,1.7450059751654199,metabolomics,5-Oxoproline_met_HILIC
6107,5-Oxoproline,13-00092,-0.9250981618657873,metabolomics,5-Oxoproline_met_HILIC
6108,5-Oxoproline,13-00123,-0.9063011266315851,metabolomics,5-Oxoproline_met_HILIC
6109,5-Oxoproline,13-00157,1.4054346132870008,metabolomics,5-Oxoproline_met_HILIC
6110,5-Oxoproline,13-00160,-0.19698307061749573,metabolomics,5-Oxoproline_met_HILIC
6111,5-Oxoproline,13-00186,-0.6620394644249568,metabolomics,5-Oxoproline_met_HILIC
6112,5-Oxoproline,13-00195,-0.8567393408488625,metabolomics,5-Oxoproline_met_HILIC
6113,5-Oxoproline,13-00262,-0.7800074377599232,metabolomics,5-Oxoproline_met_HILIC
6114,5-Oxoproline,13-00331,0.024057161141530364,metabolomics,5-Oxoproline_met_HILIC
6115,5-Oxoproline,13-00393,2.020739004878556,metabolomics,5-Oxoproline_met_HILIC
